6000 34083
2069 3646 969700
2069 4119 655103
2069 4745 168063
2069 5505 699990
2070 2776 678872
2070 3553 557561
2070 3791 251822
2070 4351 746504
2070 4559 348163
2070 4753 681235
2070 5156 978078
2070 5486 594047
2071 2136 592698
2071 2989 318045
2071 3418 647009
2071 4154 240905
2071 4609 922717
2071 4921 264570
2071 5620 15267
2072 2990 730043
2072 3170 603512
2072 3379 225743
2072 3738 932772
2072 3987 435908
2072 4985 425656
2072 5963 486683
2073 2623 51099
2073 2714 866407
2073 2849 254523
2073 3608 173226
2073 4379 364569
2073 5314 453438
2073 5796 234989
2074 2179 569258
2074 2266 136288
2074 2379 213299
2074 2753 555475
2074 2815 968627
2074 3190 276416
2074 3816 921708
2074 4258 446675
2074 4511 330541
2074 4624 908011
2074 4647 862635
2074 4764 905601
2074 5517 335037
2075 2262 480519
2075 3129 829239
2075 3748 838476
2075 4069 995258
2075 4654 273972
2075 5633 599411
2076 3029 590785
2076 3173 785582
2076 4009 8590
2076 4609 70445
2076 5083 356716
2076 5530 71500
2077 2993 493448
2077 3792 283952
2077 4118 3341
2077 4932 280548
2077 5503 139788
2077 5519 893247
2077 5556 162956
2077 5766 41372
2078 3021 916324
2078 3512 349090
2078 3762 898330
2078 3785 966853
2078 4551 729500
2078 5464 463569
2078 5808 575610
2079 2866 734760
2079 2997 338469
2079 3089 9949
2079 3097 570666
2079 3825 254379
2079 4082 801121
2079 4408 663822
2079 4892 179688
2079 5652 275159
2080 2926 493408
2080 3777 506872
2080 4030 948973
2080 4746 816521
2080 5279 70063
2080 5401 857720
2080 5598 643234
2081 2742 381325
2081 3532 354673
2081 4515 262874
2081 4558 448595
2081 5544 26373
2081 5952 422825
2082 2250 697979
2082 3179 545369
2082 3558 751783
2082 4142 167987
2082 4241 321303
2082 4740 145987
2082 5097 892976
2082 5795 788558
2082 5996 590548
2083 2605 703689
2083 2839 385860
2083 3393 4281
2083 3839 30543
2083 4836 946857
2083 5195 269404
2083 5567 151338
2083 5895 404740
2083 5959 825462
2084 2130 42561
2084 3100 11548
2084 3639 718683
2084 4506 708593
2084 5090 957072
2084 5222 64153
2084 5811 2820
2085 2881 969374
2085 2892 611245
2085 3152 43363
2085 3597 485975
2085 4355 450173
2085 5011 386441
2085 5267 12723
2085 5513 860931
2085 5629 287158
2085 5878 567663
2086 2365 988529
2086 2998 446866
2086 3942 999768
2086 4304 852888
2086 5235 3100
2086 5914 4656
2087 2358 520916
2087 2526 831720
2087 3408 371929
2087 4292 160541
2087 5005 169495
2087 5612 2963
2088 2810 290116
2088 3476 329736
2088 3632 158300
2088 4240 982792
2088 4749 296556
2088 5652 148874
2089 2275 668322
2089 2389 538841
2089 2516 536388
2089 3264 743299
2089 3715 582985
2089 4286 682690
2089 5155 422640
2089 5332 465831
2089 5926 398950
2090 2147 133967
2090 2778 30569
2090 3036 392243
2090 3388 413770
2090 3530 28611
2090 4517 354580
2090 5309 263660
2090 5350 101632
2091 2868 677732
2091 3297 103583
2091 3357 355355
2091 3622 553285
2091 4608 154797
2091 4715 203583
2091 5453 247011
2092 2144 804641
2092 2696 496313
2092 3571 512259
2092 3645 402020
2092 4506 505416
2092 5450 103656
2092 5518 439340
2093 2943 142116
2093 3654 440634
2093 4345 692774
2093 5325 548311
2093 5375 573970
2093 5474 781513
2094 2282 28519
2094 2517 977243
2094 2668 744790
2094 3567 546382
2094 3608 899976
2094 4353 797905
2094 5088 254044
2094 5993 690806
2095 2631 924007
2095 3118 571602
2095 3750 597533
2095 4117 676968
2095 4952 26773
2095 5233 848937
2095 5510 577532
2095 5982 353147
2096 2806 702649
2096 3354 621964
2096 3728 341592
2096 4659 746475
2096 5500 960022
2097 2842 650823
2097 3079 729636
2097 3901 45728
2097 4130 455809
2097 4734 81951
2097 4854 305443
2097 5569 416404
2098 2441 510284
2098 2636 786489
2098 2678 441260
2098 2808 450945
2098 3024 770859
2098 3553 101502
2098 3878 964725
2098 4393 517839
2098 5210 228690
2098 5281 284452
2098 5788 290150
2098 5816 775667
2099 3073 424787
2099 3613 809045
2099 4147 942266
2099 4530 867817
2099 5338 545224
2100 2516 550705
2100 3311 804987
2100 3866 477679
2100 4698 838884
2100 5093 484351
2100 5159 513567
2100 5543 117492
2100 5553 549246
2101 2490 324908
2101 3225 600366
2101 3263 161630
2101 3665 623576
2101 4552 168141
2101 4936 888051
2101 5292 725594
2101 5754 780412
2102 2546 101966
2102 3308 341279
2102 3501 363512
2102 4474 846614
2102 4544 87712
2102 4642 675083
2102 5591 888087
2103 2956 778173
2103 3136 227894
2103 3930 133938
2103 4743 43684
2103 4813 859201
2103 4891 531781
2103 5029 561543
2103 5565 511877
2103 5899 446853
2104 3065 904046
2104 3558 712289
2104 4209 673566
2104 5202 714752
2105 3046 119186
2105 3856 915149
2105 4206 680993
2105 4241 837147
2105 5163 27203
2105 5338 633347
2106 2358 681475
2106 3242 923147
2106 3248 532112
2106 3724 956859
2106 3817 289792
2106 4065 761589
2106 4138 644254
2106 4636 802069
2106 4986 816493
2106 4991 994535
2106 5289 154154
2107 2746 813540
2107 3121 301564
2107 3207 642553
2107 3462 759837
2107 4263 649081
2107 4979 927299
2107 5414 312180
2108 2749 793624
2108 3307 525892
2108 3512 138634
2108 3649 23058
2108 3695 45490
2108 4238 212406
2108 4607 645196
2108 5510 964605
2109 2899 209979
2109 3641 569880
2109 4165 401000
2109 4873 856680
2109 5297 109779
2110 2968 421954
2110 3059 906854
2110 3629 800004
2110 4366 287130
2110 5347 119230
2110 5526 912030
2110 5589 666077
2111 2894 311269
2111 3576 718387
2111 3670 736476
2111 4028 909191
2111 4375 297237
2111 4909 152410
2111 5169 392962
2111 5349 970585
2111 5516 684134
2111 5539 58021
2111 5590 434027
2111 5695 219532
2111 5698 642686
2111 5756 317385
2111 5853 712135
2112 2991 539751
2112 3832 828618
2112 4024 218316
2112 4995 408383
2112 5005 570559
2112 5917 193419
2113 2334 455599
2113 3080 811744
2113 3156 361772
2113 3912 588482
2113 4702 393216
2113 4707 201149
2113 4953 854066
2113 5478 392346
2114 2798 502576
2114 3088 958528
2114 3273 121486
2114 4109 604511
2114 4321 734201
2114 4382 281127
2114 4994 932230
2114 5690 383210
2115 2550 555637
2115 2641 139546
2115 2751 333884
2115 3504 952118
2115 3880 601354
2115 4407 569904
2115 4450 405075
2115 5033 12619
2115 5393 5111
2115 5544 665197
2115 5838 464662
2116 2606 156074
2116 3485 360105
2116 3781 450578
2116 4439 264622
2116 4799 331646
2116 4859 859905
2116 5610 652944
2116 5615 944220
2117 2472 266747
2117 3039 536753
2117 3204 837153
2117 3567 215528
2117 4174 409518
2117 4243 56904
2117 4766 108476
2117 5508 546596
2118 2312 634891
2118 2939 141856
2118 3796 820990
2118 4641 734920
2118 4879 465600
2118 5086 622599
2118 5249 124878
2118 5550 192909
2118 5990 186053
2119 3059 735416
2119 4004 627551
2119 4281 26369
2119 5079 51803
2119 5915 206543
2120 3010 605089
2120 3639 885520
2120 4575 681841
2120 5077 736784
2120 5181 420095
2120 5908 837315
2121 3011 478540
2121 3996 354150
2121 4323 878038
2121 4890 695622
2121 5687 880867
2121 5851 307429
2122 2436 359227
2122 2850 763208
2122 3814 343307
2122 4102 739948
2122 4921 631579
2122 5701 451676
2123 3007 871766
2123 3440 708550
2123 4239 764678
2123 4672 639139
2123 4844 613763
2123 5364 886742
2123 5740 163320
2124 3016 987096
2124 3194 189209
2124 3508 749595
2124 3916 336634
2124 4810 837052
2124 5383 838068
2125 2830 289739
2125 3158 885944
2125 4006 473117
2125 4491 108650
2125 5277 297921
2126 3083 428031
2126 3735 276050
2126 4137 460972
2126 5134 402649
2126 5193 751178
2127 2852 17121
2127 3461 163710
2127 3823 897660
2127 4101 464429
2127 4730 771338
2127 5241 235961
2127 5514 464714
2127 5583 251761
2128 2334 66029
2128 3174 336167
2128 3225 651495
2128 3785 747809
2128 4595 688561
2128 5044 76873
2128 5126 258654
2129 2327 319262
2129 2977 115915
2129 3242 824283
2129 3577 615897
2129 4190 367201
2129 4391 252889
2129 5298 593625
2130 2744 56831
2130 3114 791809
2130 3455 97425
2130 3750 37904
2130 4327 72109
2130 5135 512029
2130 5460 198894
2130 5486 569273
2130 5925 122639
2131 2481 855903
2131 3029 901040
2131 3173 89516
2131 3758 872700
2131 4155 132847
2131 4472 879746
2131 4928 39499
2131 5039 846264
2131 5874 96887
2132 2218 458463
2132 2228 745898
2132 3064 543338
2132 3199 773865
2132 4153 149577
2132 4649 782227
2132 4923 268750
2132 5046 887666
2132 5287 365638
2132 5533 645941
2132 5915 805092
2133 2256 375899
2133 2355 587238
2133 2861 133289
2133 3329 544415
2133 3699 658931
2133 4120 898619
2133 4234 482110
2133 4335 435978
2133 4395 542030
2133 5216 409638
2133 5515 117571
2134 3094 890811
2134 3836 88561
2134 4579 792127
2134 5223 165351
2134 5469 269542
2135 2966 524399
2135 3047 200302
2135 3853 119455
2135 4429 7582
2135 4846 37693
2135 5529 410522
2135 5544 117098
2136 2971 526732
2136 3164 472757
2136 3999 897509
2136 4559 296580
2136 4620 416658
2136 5319 879709
2136 5672 501300
2137 2286 17482
2137 3275 447586
2137 3402 775150
2137 3434 109707
2137 4157 617804
2137 4900 788761
2137 5217 170113
2137 5420 497215
2137 5716 948934
2138 2186 194120
2138 3094 877963
2138 3786 861972
2138 4399 95746
2138 4423 909321
2138 4460 439974
2138 4925 614518
2138 5883 805050
2139 2242 888433
2139 2936 704181
2139 3517 154793
2139 3802 567253
2139 4699 431491
2139 5159 366548
2139 5927 559219
2140 3024 951478
2140 3574 581579
2140 4015 53518
2140 4331 587821
2140 5161 790708
2140 5947 836651
2141 2236 641696
2141 2444 95553
2141 2917 244906
2141 3642 585409
2141 3684 325365
2141 4337 757294
2141 5185 733468
2142 2757 292682
2142 3182 744502
2142 3333 247330
2142 3405 573948
2142 4245 519743
2142 4357 263673
2142 4799 705901
2142 5114 232014
2143 2502 502222
2143 3041 821187
2143 3512 291619
2143 4099 179516
2143 5074 559243
2143 5875 890178
2143 5930 576990
2144 2876 65414
2144 3162 862239
2144 3898 130714
2144 4428 613579
2144 5228 630645
2144 5823 477246
2145 3055 709255
2145 3934 752272
2145 4754 224773
2145 5204 507646
2145 5939 496392
2146 2855 55630
2146 3161 56239
2146 3193 717295
2146 3216 482768
2146 3269 404664
2146 3619 128144
2146 3988 813883
2146 4054 218525
2146 4573 651664
2146 5335 297411
2146 5904 921368
2147 2335 649188
2147 2740 503993
2147 3565 804143
2147 3941 360334
2147 4140 572358
2147 5127 26437
2147 5512 250633
2147 5967 952504
2147 6000 31119
2148 2997 194176
2148 3832 627731
2148 4069 301359
2148 4666 620253
2148 5134 886007
2148 5303 434836
2148 5942 696361
2149 2192 200349
2149 2735 8185
2149 3456 150228
2149 3836 289430
2149 4398 4816
2149 5208 934195
2149 5827 195314
2150 2235 525514
2150 2982 294275
2150 3219 679339
2150 3845 258189
2150 4428 625449
2150 4616 581756
2150 5244 576830
2150 5704 693350
2150 5925 511160
2151 2552 228232
2151 3016 800136
2151 3669 833382
2151 3965 760467
2151 4533 468918
2151 4657 284146
2151 5007 997637
2151 5247 974624
2151 5468 706931
2151 5713 925410
2152 2194 585949
2152 2806 288673
2152 2928 415427
2152 2943 976346
2152 3522 465259
2152 4265 154810
2152 4335 598230
2152 4794 448451
2152 5315 949277
2152 5681 904790
2153 3013 585139
2153 3393 44103
2153 4148 602605
2153 4173 646355
2153 4531 273890
2153 4923 630306
2153 5772 647065
2154 2426 145431
2154 2543 753206
2154 2576 83863
2154 2583 742106
2154 3019 96821
2154 3568 117961
2154 4009 922918
2154 4751 500192
2154 4876 607881
2154 5444 16228
2155 2675 283604
2155 3656 598881
2155 4493 688729
2155 5023 485042
2155 5160 54956
2155 5821 997567
2155 5889 64866
2156 2434 489224
2156 2482 172070
2156 2871 573600
2156 2893 664833
2156 3755 829119
2156 3772 984990
2156 4115 116940
2156 4676 120977
2156 5483 317517
2156 5789 303039
2157 2539 48568
2157 3277 508522
2157 4144 704402
2157 4576 993291
2157 4835 147030
2157 5751 258483
2157 5824 138985
2158 2179 945358
2158 2226 149238
2158 2695 223419
2158 3266 727815
2158 3616 168136
2158 3752 44512
2158 4748 332797
2158 5290 393348
2158 5464 396109
2158 5898 14047
2159 2990 36478
2159 3248 776094
2159 4099 492529
2159 5019 746279
2159 5525 428142
2159 5820 576863
2160 2688 867683
2160 3287 682455
2160 3777 50304
2160 4359 476981
2160 5167 852581
2160 5288 442353
2160 5560 831650
2161 2866 845692
2161 3643 71540
2161 3804 896390
2161 4781 582015
2161 5691 914900
2161 5976 536771
2162 3094 113630
2162 3662 242815
2162 4318 539522
2162 4579 609501
2162 5397 292198
2162 5870 200981
2163 3108 159681
2163 3502 760594
2163 3632 4454
2163 3909 885262
2163 4246 4793
2163 5241 956317
2164 3069 387564
2164 3505 223675
2164 4449 158723
2164 5097 592868
2164 5978 351308
2165 2307 477156
2165 2857 651691
2165 3482 955882
2165 4291 492573
2165 4846 736206
2165 5005 630040
2165 5656 375791
2165 5950 849344
2166 2806 805656
2166 3532 16548
2166 4096 431517
2166 4663 472863
2166 4894 126570
2166 5616 508116
2166 5837 714459
2167 2540 469360
2167 2831 35001
2167 3417 832103
2167 4334 57144
2167 4986 813431
2167 5513 341659
2167 5727 235176
2168 2309 564816
2168 3306 569870
2168 3661 222564
2168 4040 854277
2168 4459 107965
2168 5298 277496
2168 5722 975063
2169 2549 446435
2169 2555 552027
2169 3334 435595
2169 3807 558052
2169 3889 985129
2169 4715 212612
2169 5494 593395
2170 2294 679535
2170 2885 547124
2170 3634 110301
2170 3666 283483
2170 4236 497806
2170 5027 461764
2170 5320 40219
2171 3114 72950
2171 3715 810304
2171 4683 913735
2171 5573 525445
2171 5703 771327
2172 3128 983934
2172 3175 469350
2172 3884 904174
2172 4113 960655
2172 4402 430981
2172 5350 253676
2172 5805 35521
2173 2418 13632
2173 2536 178815
2173 2981 843064
2173 3738 366401
2173 4449 393080
2173 4929 931956
2173 5445 784613
2173 5719 461788
2174 2377 331834
2174 2639 635268
2174 3638 311494
2174 4552 203644
2174 5018 183217
2174 5329 973276
2174 5410 725140
2174 5926 748712
2175 2854 715509
2175 3518 58791
2175 4419 297378
2175 5281 394736
2175 5606 886734
2175 5947 932602
2176 3080 136156
2176 3775 486169
2176 4542 949049
2176 5196 883685
2176 5880 56475
2177 2524 29746
2177 2850 851486
2177 3460 67037
2177 3546 948644
2177 4083 780105
2177 4509 380794
2177 4983 975643
2177 5504 823154
2178 3039 272103
2178 3624 311121
2178 4226 440283
2178 4859 212373
2178 5182 627643
2178 5583 58363
2178 5692 195649
2178 5749 230207
2179 3069 371816
2179 3072 204979
2179 3875 363543
2179 3950 844232
2179 4630 578904
2179 4848 36205
2179 5249 714942
2179 5310 190503
2179 5832 302181
2179 5932 915156
2180 3000 820830
2180 3800 456224
2180 3984 960264
2180 4849 580244
2180 5311 682190
2180 5792 78629
2180 5980 370459
2181 2260 871885
2181 2266 403762
2181 2398 612228
2181 3356 885536
2181 3869 947375
2181 4251 802038
2181 5150 223838
2181 5687 898064
2182 2544 657863
2182 3417 933550
2182 3536 692093
2182 3673 324936
2182 3947 195622
2182 4504 153818
2182 4928 318987
2182 5172 470661
2183 2184 437792
2183 2748 173315
2183 3420 567080
2183 4101 432057
2183 4562 402935
2183 5448 119001
2184 2723 689714
2184 2924 763767
2184 3531 609675
2184 3734 169748
2184 4337 862832
2184 5050 338163
2184 5691 480492
2185 3069 467500
2185 3902 563241
2185 4538 524752
2185 5085 261311
2185 5908 373583
2186 2469 776513
2186 3066 612635
2186 3917 105491
2186 4258 585408
2186 4859 441951
2186 4933 357807
2186 4975 129680
2186 5605 526110
2186 5791 753627
2187 2218 583510
2187 2659 475219
2187 2753 412080
2187 3716 399644
2187 4450 91789
2187 5020 399449
2187 5440 582435
2187 5833 714406
2188 3067 16746
2188 3751 272483
2188 3792 473114
2188 4425 619438
2188 4562 367266
2188 5102 619679
2188 5986 668489
2189 2931 175281
2189 3850 883839
2189 4203 768885
2189 5030 293442
2189 5048 89400
2189 5930 962441
2190 2464 676842
2190 3275 877508
2190 4207 642498
2190 5189 701328
2191 3157 320761
2191 3249 180232
2191 3897 370770
2191 4360 651136
2191 5182 554560
2191 5943 949744
2192 2657 234977
2192 3226 739906
2192 4216 360320
2192 4352 90782
2192 4846 423413
2192 5813 429308
2193 2443 588153
2193 3041 711577
2193 3145 296568
2193 3827 487551
2193 3970 531333
2193 4634 810609
2193 5447 555489
2193 5960 41577
2194 3097 488041
2194 3645 590827
2194 3935 384893
2194 4073 693429
2194 4739 499635
2194 4925 759637
2194 5859 450454
2195 2630 934051
2195 3437 253542
2195 4047 546492
2195 4131 223756
2195 4299 632103
2195 5008 292984
2195 5591 432225
2196 2354 268479
2196 3294 982062
2196 3591 83234
2196 4537 326790
2196 4543 842616
2196 4960 926195
2196 5556 271706
2197 3026 305140
2197 3065 402639
2197 3090 574004
2197 3564 332464
2197 4316 59646
2197 4874 864816
2197 5495 152144
2197 5527 203529
2198 3056 58820
2198 3763 941158
2198 4160 743008
2198 4451 951407
2198 5066 610711
2199 2761 398765
2199 3698 625395
2199 4594 113979
2199 4971 778925
2199 5945 526207
2200 2277 585848
2200 2567 383244
2200 3383 744433
2200 3654 174696
2200 4084 278484
2200 4592 514492
2200 5577 891908
2201 2477 359662
2201 2935 130986
2201 3538 580024
2201 4280 556895
2201 5042 749994
2201 5907 782494
2202 2392 308696
2202 3033 393623
2202 3568 748934
2202 4426 865707
2202 5137 973485
2202 5531 664496
2203 2456 178984
2203 3401 198513
2203 4224 508224
2203 4742 312284
2203 5295 828124
2203 5946 201651
2204 2968 951640
2204 3546 429258
2204 4443 963772
2204 5388 669893
2205 3037 418823
2205 3984 530890
2205 4865 140431
2205 5144 125728
2205 5883 877888
2206 2889 76396
2206 3414 921258
2206 4323 86161
2206 5129 495385
2206 5288 278456
2207 3130 230091
2207 3450 87180
2207 3785 965443
2207 4257 413228
2207 4785 6659
2207 5179 522478
2207 5719 293278
2208 2379 419001
2208 3018 503058
2208 3070 984677
2208 3867 13932
2208 4793 763061
2208 4877 499087
2208 5314 627599
2208 5849 171535
2209 3182 173206
2209 3874 267312
2209 4866 230519
2209 5397 10523
2209 5567 28928
2209 5911 774713
2210 2806 916235
2210 3703 316590
2210 3987 13952
2210 4245 31436
2210 4473 723539
2210 4962 160667
2210 5580 569281
2210 5837 516508
2210 5996 73777
2211 2923 962820
2211 3706 601707
2211 4037 504669
2211 4610 946856
2211 5550 694273
2212 2700 922868
2212 2843 662389
2212 3293 89782
2212 3977 57063
2212 4539 253267
2212 5133 432054
2213 2776 517682
2213 2958 36070
2213 3795 792311
2213 4688 237904
2213 5162 417032
2213 5765 981160
2214 2741 928011
2214 3373 178799
2214 3644 376475
2214 3655 836417
2214 3862 373816
2214 4404 264247
2214 5274 80107
2214 5779 727819
2215 2997 247381
2215 3531 166320
2215 4325 353726
2215 4947 392691
2215 5568 746451
2215 5634 947579
2216 2973 432106
2216 3934 735744
2216 4182 854235
2216 4745 261614
2216 5740 183773
2217 3106 964367
2217 3397 762347
2217 4265 310461
2217 5112 929653
2217 5298 853384
2217 5614 873983
2217 5715 570941
2217 5732 315077
2218 2652 262652
2218 2990 873195
2218 3739 733302
2218 4021 338352
2218 4902 270200
2218 5860 310879
2219 2597 993119
2219 2924 818024
2219 3382 416550
2219 3859 546308
2219 4406 202666
2219 4441 474866
2219 5433 639491
2219 5584 892365
2220 3106 517798
2220 3312 957227
2220 3648 428310
2220 4520 548974
2220 4526 310756
2220 4691 399319
2220 5670 789485
2220 5714 131097
2220 5874 969068
2221 2926 613896
2221 3131 519607
2221 4036 381595
2221 4501 925900
2221 4930 556619
2221 5538 8344
2222 2624 741901
2222 2698 759741
2222 2901 149301
